Index,Date,Day,Week,Course,Credits,Rec,Hr,Met_rec,Sick,Notes,Hex_Code
235,23-Feb-24,Friday,07,MATH 221,3,9,01.25,0,0,,
236,24-Feb-24,Saturday,07,ACCTG 201,3,9,02.75,0,0,,
237,24-Feb-24,Saturday,07,MATH 101,4,12,01.25,1,0,,
238,24-Feb-24,Saturday,07,CSE 111,2,6,#N/A,0,0,,
239,24-Feb-24,Saturday,07,MKT 275,3,9,#N/A,0,0,,
240,24-Feb-24,Saturday,07,MATH 221,3,9,#N/A,0,0,,
241,25-Feb-24,Sunday,07,ACCTG 201,3,9,#N/A,0,0,,
242,25-Feb-24,Sunday,07,MATH 101,4,12,#N/A,1,0,,
243,25-Feb-24,Sunday,07,CSE 111,2,6,#N/A,0,0,,
244,25-Feb-24,Sunday,07,MKT 275,3,9,03.00,0,0,,
245,25-Feb-24,Sunday,07,MATH 221,3,9,#N/A,0,0,,
246,26-Feb-24,Monday,08,ACCTG 201,3,9,01.50,0,0,,
247,26-Feb-24,Monday,08,MATH 101,4,12,#N/A,0,0,,
248,26-Feb-24,Monday,08,CSE 111,2,6,#N/A,0,0,,
249,26-Feb-24,Monday,08,MKT 275,3,9,01.00,1,0,,
250,26-Feb-24,Monday,08,MATH 221,3,9,#N/A,0,0,,
251,27-Feb-24,Tuesday,08,ACCTG 201,3,9,#N/A,0,0,,
252,27-Feb-24,Tuesday,08,MATH 101,4,12,03.25,0,0,,
253,27-Feb-24,Tuesday,08,CSE 111,2,6,#N/A,0,0,,
254,27-Feb-24,Tuesday,08,MKT 275,3,9,04.75,1,0,,
255,27-Feb-24,Tuesday,08,MATH 221,3,9,#N/A,0,0,,
256,28-Feb-24,Wednesday,08,ACCTG 201,3,9,#N/A,0,0,,
257,28-Feb-24,Wednesday,08,MATH 101,4,12,01.25,0,0,,
258,28-Feb-24,Wednesday,08,CSE 111,2,6,#N/A,0,0,,
259,28-Feb-24,Wednesday,08,MKT 275,3,9,05.50,1,0,,
260,28-Feb-24,Wednesday,08,MATH 221,3,9,04.75,0,0,,
261,29-Feb-24,Thursday,08,ACCTG 201,3,9,#N/A,0,0,,
262,29-Feb-24,Thursday,08,MATH 101,4,12,02.25,0,0,,
263,29-Feb-24,Thursday,08,CSE 111,2,6,#N/A,0,0,,
264,29-Feb-24,Thursday,08,MKT 275,3,9,01.75,1,0,,
265,29-Feb-24,Thursday,08,MATH 221,3,9,03.25,0,0,,
266,1-Mar-24,Friday,08,ACCTG 201,3,9,#N/A,0,0,,
267,1-Mar-24,Friday,08,MATH 101,4,12,00.75,0,0,,
268,1-Mar-24,Friday,08,CSE 111,2,6,#N/A,0,0,,
269,1-Mar-24,Friday,08,MKT 275,3,9,02.75,1,0,,
270,1-Mar-24,Friday,08,MATH 221,3,9,#N/A,0,0,,
271,2-Mar-24,Saturday,08,ACCTG 201,3,9,#N/A,0,0,,
272,2-Mar-24,Saturday,08,MATH 101,4,12,#N/A,0,0,,
273,2-Mar-24,Saturday,08,CSE 111,2,6,#N/A,0,0,,
274,2-Mar-24,Saturday,08,MKT 275,3,9,#N/A,1,0,,
275,2-Mar-24,Saturday,08,MATH 221,3,9,#N/A,0,0,,
276,3-Mar-24,Sunday,08,ACCTG 201,3,9,#N/A,0,0,,
277,3-Mar-24,Sunday,08,MATH 101,4,12,#N/A,0,0,,
278,3-Mar-24,Sunday,08,CSE 111,2,6,#N/A,0,0,,
279,3-Mar-24,Sunday,08,MKT 275,3,9,01.50,1,0,,
280,3-Mar-24,Sunday,08,MATH 221,3,9,#N/A,0,0,,
281,4-Mar-24,Monday,09,ACCTG 201,3,9,07.75,1,0,,
282,4-Mar-24,Monday,09,MATH 101,4,12,02.25,1,0,,
283,4-Mar-24,Monday,09,CSE 111,2,6,#N/A,0,0,,
284,4-Mar-24,Monday,09,MKT 275,3,9,03.00,1,0,,
285,4-Mar-24,Monday,09,MATH 221,3,9,01.00,0,0,,
286,5-Mar-24,Tuesday,09,ACCTG 201,3,9,#N/A,1,0,,
287,5-Mar-24,Tuesday,09,MATH 101,4,12,#N/A,1,0,,
288,5-Mar-24,Tuesday,09,CSE 111,2,6,#N/A,0,0,,
289,5-Mar-24,Tuesday,09,MKT 275,3,9,02.75,1,0,,
290,5-Mar-24,Tuesday,09,MATH 221,3,9,01.50,0,0,,
291,6-Mar-24,Wednesday,09,ACCTG 201,3,9,06.00,1,0,,
292,6-Mar-24,Wednesday,09,MATH 101,4,12,01.00,1,0,,
293,6-Mar-24,Wednesday,09,CSE 111,2,6,#N/A,0,0,,
294,6-Mar-24,Wednesday,09,MKT 275,3,9,07.75,1,0,,
295,6-Mar-24,Wednesday,09,MATH 221,3,9,#N/A,0,0,,
296,7-Mar-24,Thursday,09,ACCTG 201,3,9,#N/A,1,0,,
297,7-Mar-24,Thursday,09,MATH 101,4,12,08.00,1,0,,
298,7-Mar-24,Thursday,09,CSE 111,2,6,#N/A,0,0,,
299,7-Mar-24,Thursday,09,MKT 275,3,9,00.50,1,0,,
300,7-Mar-24,Thursday,09,MATH 221,3,9,#N/A,0,0,,
301,8-Mar-24,Friday,09,ACCTG 201,3,9,#N/A,1,0,,
302,8-Mar-24,Friday,09,MATH 101,4,12,#N/A,1,0,,
303,8-Mar-24,Friday,09,CSE 111,2,6,#N/A,0,0,,
304,8-Mar-24,Friday,09,MKT 275,3,9,#N/A,1,0,,
305,8-Mar-24,Friday,09,MATH 221,3,9,#N/A,0,0,,
306,9-Mar-24,Saturday,09,ACCTG 201,3,9,#N/A,1,0,,
307,9-Mar-24,Saturday,09,MATH 101,4,12,02.50,1,0,,
308,9-Mar-24,Saturday,09,CSE 111,2,6,#N/A,0,0,,
309,9-Mar-24,Saturday,09,MKT 275,3,9,#N/A,1,0,,
310,9-Mar-24,Saturday,09,MATH 221,3,9,#N/A,0,0,,
311,10-Mar-24,Sunday,09,ACCTG 201,3,9,#N/A,1,0,,
312,10-Mar-24,Sunday,09,MATH 101,4,12,01.00,1,0,,
313,10-Mar-24,Sunday,09,CSE 111,2,6,#N/A,0,0,,
314,10-Mar-24,Sunday,09,MKT 275,3,9,#N/A,1,0,,
315,10-Mar-24,Sunday,09,MATH 221,3,9,#N/A,0,0,,
316,11-Mar-24,Monday,10,ACCTG 201,3,9,#N/A,0,0,,
317,11-Mar-24,Monday,10,MATH 101,4,12,02.75,0,0,,
318,11-Mar-24,Monday,10,CSE 111,2,6,#N/A,0,0,,
319,11-Mar-24,Monday,10,MKT 275,3,9,01.50,1,0,,
320,11-Mar-24,Monday,10,MATH 221,3,9,07.00,1,0,,
321,12-Mar-24,Tuesday,10,ACCTG 201,3,9,#N/A,0,0,,
322,12-Mar-24,Tuesday,10,MATH 101,4,12,03.50,0,0,,
323,12-Mar-24,Tuesday,10,CSE 111,2,6,00.15,0,0,,
324,12-Mar-24,Tuesday,10,MKT 275,3,9,02.50,1,0,,
325,12-Mar-24,Tuesday,10,MATH 221,3,9,00.50,1,0,,
326,13-Mar-24,Wednesday,10,ACCTG 201,3,9,05.25,0,0,,
327,13-Mar-24,Wednesday,10,MATH 101,4,12,#N/A,0,0,,
328,13-Mar-24,Wednesday,10,CSE 111,2,6,#N/A,0,0,,
329,13-Mar-24,Wednesday,10,MKT 275,3,9,10.25,1,0,,
330,13-Mar-24,Wednesday,10,MATH 221,3,9,00.50,1,0,,
331,14-Mar-24,Thursday,10,ACCTG 201,3,9,#N/A,0,0,,
332,14-Mar-24,Thursday,10,MATH 101,4,12,#N/A,0,0,,
333,14-Mar-24,Thursday,10,CSE 111,2,6,#N/A,0,0,,
334,14-Mar-24,Thursday,10,MKT 275,3,9,#N/A,1,0,,
335,14-Mar-24,Thursday,10,MATH 221,3,9,#N/A,1,0,,
336,15-Mar-24,Friday,10,ACCTG 201,3,9,#N/A,0,0,,
337,15-Mar-24,Friday,10,MATH 101,4,12,#N/A,0,0,,
338,15-Mar-24,Friday,10,CSE 111,2,6,#N/A,0,0,,
339,15-Mar-24,Friday,10,MKT 275,3,9,08.00,1,0,,
340,15-Mar-24,Friday,10,MATH 221,3,9,#N/A,1,0,,
341,16-Mar-24,Saturday,10,ACCTG 201,3,9,#N/A,0,0,,
342,16-Mar-24,Saturday,10,MATH 101,4,12,#N/A,0,0,,
343,16-Mar-24,Saturday,10,CSE 111,2,6,#N/A,0,0,,
344,16-Mar-24,Saturday,10,MKT 275,3,9,05.50,1,0,,
345,16-Mar-24,Saturday,10,MATH 221,3,9,06.75,1,0,,
346,17-Mar-24,Sunday,10,ACCTG 201,3,9,#N/A,0,0,,
347,17-Mar-24,Sunday,10,MATH 101,4,12,#N/A,0,0,,
348,17-Mar-24,Sunday,10,CSE 111,2,6,#N/A,0,0,,
349,17-Mar-24,Sunday,10,MKT 275,3,9,00.50,1,0,,
350,17-Mar-24,Sunday,10,MATH 221,3,9,06.50,1,0,,
351,18-Mar-24,Monday,11,ACCTG 201,3,9,06.75,1,0,,
352,18-Mar-24,Monday,11,MATH 101,4,12,#N/A,1,0,,
353,18-Mar-24,Monday,11,CSE 111,2,6,#N/A,1,0,,
354,18-Mar-24,Monday,11,MKT 275,3,9,02.00,0,0,,
355,18-Mar-24,Monday,11,MATH 221,3,9,#N/A,0,0,,
356,19-Mar-24,Tuesday,11,ACCTG 201,3,9,05.50,1,0,,
357,19-Mar-24,Tuesday,11,MATH 101,4,12,01.75,1,0,,
358,19-Mar-24,Tuesday,11,CSE 111,2,6,01.50,1,0,,
359,19-Mar-24,Tuesday,11,MKT 275,3,9,#N/A,0,0,,
360,19-Mar-24,Tuesday,11,MATH 221,3,9,#N/A,0,0,,
361,20-Mar-24,Wednesday,11,ACCTG 201,3,9,05.50,1,0,,
362,20-Mar-24,Wednesday,11,MATH 101,4,12,00.25,1,0,,
363,20-Mar-24,Wednesday,11,CSE 111,2,6,08.75,1,0,,
364,20-Mar-24,Wednesday,11,MKT 275,3,9,00.25,0,0,,
365,20-Mar-24,Wednesday,11,MATH 221,3,9,#N/A,0,0,,
366,21-Mar-24,Thursday,11,ACCTG 201,3,9,#N/A,1,0,,
367,21-Mar-24,Thursday,11,MATH 101,4,12,05.75,1,0,,
368,21-Mar-24,Thursday,11,CSE 111,2,6,00.50,1,0,,
369,21-Mar-24,Thursday,11,MKT 275,3,9,#N/A,0,0,,
370,21-Mar-24,Thursday,11,MATH 221,3,9,#N/A,0,0,,
371,22-Mar-24,Friday,11,ACCTG 201,3,9,#N/A,1,0,,
372,22-Mar-24,Friday,11,MATH 101,4,12,00.25,1,0,,
373,22-Mar-24,Friday,11,CSE 111,2,6,03.25,1,0,,
374,22-Mar-24,Friday,11,MKT 275,3,9,01.25,0,0,,
375,22-Mar-24,Friday,11,MATH 221,3,9,#N/A,0,0,,
376,23-Mar-24,Saturday,11,ACCTG 201,3,9,#N/A,1,0,,
377,23-Mar-24,Saturday,11,MATH 101,4,12,#N/A,1,0,,
378,23-Mar-24,Saturday,11,CSE 111,2,6,01.25,1,0,,
379,23-Mar-24,Saturday,11,MKT 275,3,9,#N/A,0,0,,
380,23-Mar-24,Saturday,11,MATH 221,3,9,#N/A,0,0,,
381,24-Mar-24,Sunday,11,ACCTG 201,3,9,#N/A,1,0,,
382,24-Mar-24,Sunday,11,MATH 101,4,12,04.75,1,0,,
383,24-Mar-24,Sunday,11,CSE 111,2,6,04.50,1,0,,
384,24-Mar-24,Sunday,11,MKT 275,3,9,#N/A,0,0,,
385,24-Mar-24,Sunday,11,MATH 221,3,9,#N/A,0,0,,
386,25-Mar-24,Monday,12,ACCTG 201,3,9,04.00,0,0,,
387,25-Mar-24,Monday,12,MATH 101,4,12,01.75,0,0,,
388,25-Mar-24,Monday,12,CSE 111,2,6,#N/A,0,0,,
389,25-Mar-24,Monday,12,MKT 275,3,9,00.75,0,0,,
390,25-Mar-24,Monday,12,MATH 221,3,9,#N/A,0,0,,
391,26-Mar-24,Tuesday,12,ACCTG 201,3,9,#N/A,0,0,,
392,26-Mar-24,Tuesday,12,MATH 101,4,12,01.50,0,0,,
393,26-Mar-24,Tuesday,12,CSE 111,2,6,#N/A,0,0,,
394,26-Mar-24,Tuesday,12,MKT 275,3,9,02.00,0,0,,
395,26-Mar-24,Tuesday,12,MATH 221,3,9,#N/A,0,0,,
396,27-Mar-24,Wednesday,12,ACCTG 201,3,9,#N/A,0,0,,
397,27-Mar-24,Wednesday,12,MATH 101,4,12,#N/A,0,0,,
398,27-Mar-24,Wednesday,12,CSE 111,2,6,#N/A,0,0,,
399,27-Mar-24,Wednesday,12,MKT 275,3,9,01.00,0,0,,
400,27-Mar-24,Wednesday,12,MATH 221,3,9,#N/A,0,0,,
401,28-Mar-24,Thursday,12,ACCTG 201,3,9,#N/A,0,0,,
402,28-Mar-24,Thursday,12,MATH 101,4,12,04.65,0,0,,
403,28-Mar-24,Thursday,12,CSE 111,2,6,00.75,0,0,,
404,28-Mar-24,Thursday,12,MKT 275,3,9,00.75,0,0,,
405,28-Mar-24,Thursday,12,MATH 221,3,9,#N/A,0,0,,
406,29-Mar-24,Friday,12,ACCTG 201,3,9,02.75,0,0,,
407,29-Mar-24,Friday,12,MATH 101,4,12,#N/A,0,0,,
408,29-Mar-24,Friday,12,CSE 111,2,6,#N/A,0,0,,
409,29-Mar-24,Friday,12,MKT 275,3,9,#N/A,0,0,,
410,29-Mar-24,Friday,12,MATH 221,3,9,05.25,0,0,,
411,30-Mar-24,Saturday,12,ACCTG 201,3,9,#N/A,0,0,,
412,30-Mar-24,Saturday,12,MATH 101,4,12,#N/A,0,0,,
413,30-Mar-24,Saturday,12,CSE 111,2,6,#N/A,0,0,,
414,30-Mar-24,Saturday,12,MKT 275,3,9,#N/A,0,0,,
415,30-Mar-24,Saturday,12,MATH 221,3,9,#N/A,0,0,,
416,31-Mar-24,Sunday,12,ACCTG 201,3,9,#N/A,0,0,,
417,31-Mar-24,Sunday,12,MATH 101,4,12,#N/A,0,0,,
418,31-Mar-24,Sunday,12,CSE 111,2,6,#N/A,0,0,,
419,31-Mar-24,Sunday,12,MKT 275,3,9,#N/A,0,0,,
420,31-Mar-24,Sunday,12,MATH 221,3,9,#N/A,0,0,,
421,1-Apr-24,Monday,13,ACCTG 201,3,9,07.00,1,0,,
422,1-Apr-24,Monday,13,MATH 101,4,12,01.00,0,0,,
423,1-Apr-24,Monday,13,CSE 111,2,6,#N/A,0,0,,
424,1-Apr-24,Monday,13,MKT 275,3,9,02.00,1,0,,
425,1-Apr-24,Monday,13,MATH 221,3,9,#N/A,0,0,,
426,2-Apr-24,Tuesday,13,ACCTG 201,3,9,#N/A,1,0,,
427,2-Apr-24,Tuesday,13,MATH 101,4,12,03.75,0,0,,
428,2-Apr-24,Tuesday,13,CSE 111,2,6,#N/A,0,0,,
429,2-Apr-24,Tuesday,13,MKT 275,3,9,08.00,1,0,,
430,2-Apr-24,Tuesday,13,MATH 221,3,9,#N/A,0,0,,
431,3-Apr-24,Wednesday,13,ACCTG 201,3,9,07.00,1,0,,
432,3-Apr-24,Wednesday,13,MATH 101,4,12,00.50,0,0,,
433,3-Apr-24,Wednesday,13,CSE 111,2,6,#N/A,0,0,,
434,3-Apr-24,Wednesday,13,MKT 275,3,9,08.25,1,0,,
435,3-Apr-24,Wednesday,13,MATH 221,3,9,#N/A,0,0,,
436,4-Apr-24,Thursday,13,ACCTG 201,3,9,#N/A,1,0,,
437,4-Apr-24,Thursday,13,MATH 101,4,12,01.25,0,0,,
438,4-Apr-24,Thursday,13,CSE 111,2,6,#N/A,0,0,,
439,4-Apr-24,Thursday,13,MKT 275,3,9,01.00,1,0,,
440,4-Apr-24,Thursday,13,MATH 221,3,9,#N/A,0,0,,
441,5-Apr-24,Friday,13,ACCTG 201,3,9,#N/A,1,0,,
442,5-Apr-24,Friday,13,MATH 101,4,12,#N/A,0,0,,
443,5-Apr-24,Friday,13,CSE 111,2,6,#N/A,0,0,,
444,5-Apr-24,Friday,13,MKT 275,3,9,#N/A,1,0,,
445,5-Apr-24,Friday,13,MATH 221,3,9,03.50,0,0,,
446,6-Apr-24,Saturday,13,ACCTG 201,3,9,#N/A,1,0,,
447,6-Apr-24,Saturday,13,MATH 101,4,12,#N/A,0,0,,
448,6-Apr-24,Saturday,13,CSE 111,2,6,#N/A,0,0,,
449,6-Apr-24,Saturday,13,MKT 275,3,9,#N/A,1,0,,
450,6-Apr-24,Saturday,13,MATH 221,3,9,#N/A,0,0,,
451,7-Apr-24,Sunday,13,ACCTG 201,3,9,#N/A,1,0,,
452,7-Apr-24,Sunday,13,MATH 101,4,12,#N/A,0,0,,
453,7-Apr-24,Sunday,13,CSE 111,2,6,#N/A,0,0,,
454,7-Apr-24,Sunday,13,MKT 275,3,9,#N/A,1,0,,
455,7-Apr-24,Sunday,13,MATH 221,3,9,#N/A,0,0,,
456,8-Apr-24,Monday,14,ACCTG 201,3,9,#N/A,0,0,,
457,8-Apr-24,Monday,14,MATH 101,4,12,#N/A,0,0,,
458,8-Apr-24,Monday,14,CSE 111,2,6,#N/A,0,0,,
459,8-Apr-24,Monday,14,MKT 275,3,9,#N/A,0,0,,
460,8-Apr-24,Monday,14,MATH 221,3,9,10.5,1,0,,
461,9-Apr-24,Tuesday,14,ACCTG 201,3,9,#N/A,0,0,,
462,9-Apr-24,Tuesday,14,MATH 101,4,12,04.00,0,0,,
463,9-Apr-24,Tuesday,14,CSE 111,2,6,#N/A,0,0,,
464,9-Apr-24,Tuesday,14,MKT 275,3,9,03.25,0,0,,
465,9-Apr-24,Tuesday,14,MATH 221,3,9,06.00,1,0,,
466,10-Apr-24,Wednesday,14,ACCTG 201,3,9,#N/A,0,0,,
467,10-Apr-24,Wednesday,14,MATH 101,4,12,#N/A,0,0,,
468,10-Apr-24,Wednesday,14,CSE 111,2,6,#N/A,0,0,,
469,10-Apr-24,Wednesday,14,MKT 275,3,9,#N/A,0,0,,
470,10-Apr-24,Wednesday,14,MATH 221,3,9,#N/A,1,0,,